district_id,cell_row,cell_col,weight
318,7,7,0.13886005961247339
318,7,8,0.39308262219324863
304,5,7,0.10181371074764357
304,5,8,0.6551540647349151
304,6,8,0.17660997361364647
304,6,7,0.06642225090379493
321,6,7,0.008608079179418894
321,7,7,0.6620323437586711
321,7,8,0.0314209459296705
321,8,8,0.006341724948316209
321,8,7,0.2915969061839233
323,9,8,0.38579794322876537
323,9,9,0.3528077811856738
323,10,9,0.10116363047452363
323,10,8,0.1602306451110371
324,9,9,0.5631792067239786
324,9,10,0.43682079327602147
317,5,10,0.8772979356742567
317,6,10,0.12270206432574328
334,3,9,0.7974609126317509
334,4,9,0.20253908736824913
325,2,9,1.0
331,2,9,1.0
330,1,9,0.41256339811614756
330,1,10,0.20692181404051413
330,2,9,0.2890081503371034
330,2,10,0.09150663750623485
332,4,8,0.8676632257808389
332,4,9,0.1323367742191611
329,5,7,0.1403510414450384
329,5,8,0.8596489585549616
333,3,9,0.15641461243264773
333,3,8,0.10422705426217942
333,4,8,0.12191207258743111
333,4,9,0.6174462607177419
338,4,8,0.2723825419857458
338,4,9,0.7276174580142541
335,2,9,0.6040667660209865
335,2,10,0.3959332339790135
327,3,9,0.07344574865059847
